assetid|symbol|securityname|business_summary|gics_level_1|gics_level_2|gics_level_3|gics_level_4|currency|domicile|exchange_name|exchange_name_full|base_type|subtype_l1 |subtype_l2 |subtype_l3 |first_quoted_date|last_quoted_date|last_price_update_date|ticker|index_family_code|as_of_date|as_of_time|market_cap|market_cap_date
845451|GLPI|Gaming and Leisure Properties Common|Gaming and Leisure Properties, Inc. (GLPI) is a self-administered and self-managed Pennsylvania real estate investment trust (REIT). The Company is engaged in the business of acquiring, financing and owning real estate property to be leased to gaming operators in triple net lease arrangements. The Company's segments include GLP Capital, L.P. (GLP Capital), a subsidiary of GLPI, through which the Company owns all of its real estate assets, and the TRS Properties, which consists of Hollywood Casino Perryville and Hollywood Casino Baton Rouge. The Company has 41 rental properties, consisting of the real property associated with 32 gaming and related facilities operated by Penn National Gaming, Inc. (Penn), the real property associated with five gaming and related facilities operated by Eldorado, the real property associated with three gaming and related facilities operated by Boyd and the real property associated with the Casino Queen in East St. Louis, Illinois.|Real Estate|Real Estate|Equity Real Estate Investment Trusts (REITs)|Specialized REITs|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2013-10-14|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|8469.2|2020-08-07
279708|GLRE|Greenlight Capital Re Ltd Class A Common|Greenlight Capital Re, Ltd. is a holding company. The Company analyzes its underwriting operations using two categories: frequency business, which is characterized as contracts containing a number of small losses emanating from multiple events, and severity business, which is characterized as contracts with the potential for significant losses emanating from one event or multiple events. It conducts its reinsurance operations through two licensed and regulated reinsurance entities: Greenlight Reinsurance, Ltd. (Greenlight Re), based in the Cayman Islands, and Greenlight Reinsurance Ireland, Ltd. (GRIL), based in Ireland. Greenlight Re is engaged in writing property and casualty reinsurance business, as well as long term business, such as life insurance, long term disability and long term care, among others. GRIL is a non-life reinsurance undertaking. Verdant Holding Company, Ltd. makes strategic investments in a select group of property and casualty insurers, and general agents.|Financials|Insurance|Insurance|Reinsurance|USD|Cayman Islands|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2007-05-24|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|263.9|2020-08-07
145289|GLT|P H Glatfelter Co Common|P. H. Glatfelter Company is a manufacturer of fiber-based engineered materials. The Company operates through two business units: Composite Fibers and Advanced Airlaid Materials. Its Composite Fibers business unit is engaged in the sale of single-serve tea and coffee filtration papers, non-woven wallcovering materials, metallized papers, composite laminates papers, and various technically special papers, including substrates for electrical applications. Its Advanced Airlaid Materials is engaged in the sale of airlaid non-woven fabric-like materials used in feminine hygiene and adult incontinence products, wipes and other airlaid applications. The Company owns and operates manufacturing facilities located in Pennsylvania, Ohio, Canada, Germany, the United Kingdom, France and the Philippines.|Materials|Materials|Paper & Forest Products|Paper Products|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1973-08-02|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|722.3|2020-08-07
269185|GLUU|Glu Mobile Inc Common|Glu Mobile Inc. develops, publishes and markets a portfolio of mobile games. The Company develops and publishes a portfolio of mobile games designed to appeal to a cross section of the users of smartphones and tablet devices. Its portfolio of mobile games is spread across various genres, including Fashion and Celebrity, Food, Sports and Action, Social Networking and Home. Its portfolio of games include Contract Killer, Cooking Dash, Covet Fashion, Deer Hunter, Design Home, QuizUp, Racing Rivals and Tap Sports Baseball, as well as games based on third party licensed brands, including Gordon Ramsay DASH, Kendall & Kylie, and Kim Kardashian: Hollywood. The Company works directly with other application developers to include advertising for their applications in its games, and the developers pay them based on either the number of impressions in its games or the number of users downloading the developer's application.|Communication Services|Media & Entertainment|Entertainment|Interactive Home Entertainment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2007-03-22|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1265.2|2020-08-07
147816|GLW|Corning Inc Common|Corning Incorporated is engaged in manufacturing specialty glass and ceramics. The Company's segments include Display Technologies, Optical Communications, Environmental Technologies, Specialty Materials, Life Sciences and All Other. The Display Technologies segment manufactures glass substrates for flat panel liquid crystal displays and other high-performance display panels. The Optical Communications segment manufactures carrier network and enterprise network components for the telecommunications industry. The Specialty Materials segment manufactures products that provide more than 150 material formulations for glass, glass ceramics and fluoride crystals. The Environmental Technologies segment manufactures ceramic substrates and filters for automotive and diesel applications. The Life Sciences segment manufactures glass and plastic labware, equipment, media, serum and reagents enabling workflow solutions for drug discovery and bioproduction.|Information Technology|Technology Hardware & Equipment|Electronic Equipment, Instruments & Components|Electronic Components|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1950-01-03|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|24236.2|2020-08-07
919859|GLYC|GlycoMimetics Inc Common|GlycoMimetics, Inc. is a clinical-stage biotechnology company focused on the discovery and development of glycomimetic drugs. The Company operates through the identification and development of glycomimetic compounds segment. Its drug candidates include Uproleselan, GMI-1687, GMI-1359, Galectin Antagonists and Rivipansel. Uproleselan is a specific E-selectin inhibitor, to be used in combination with chemotherapy to treat patients with acute myeloid leukemia and a hematologic cancer. As a life-cycle extension to uproleselan, it has designed an antagonist of E-selectin, GMI-1687, that is suitable for subcutaneous administration. GMI-1359 is designed to inhibit both E-selectin and CXCR4. The Galectin-3 is a carbohydrate-binding protein. Rivipansel is a glycomimetic drug that acts as a pan-selectin antagonist that binds to all three members of the selectin family, E-, P- and L-selectin, for the treatment of vaso-occlusive crisis.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2014-01-10|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|182.7|2020-08-07
525728|GM|General Motors Co Common|General Motors Co designs, builds and sells trucks, crossovers, cars and automobile parts worldwide. The Company also provides automotive financing services through General Motors Financial Company, Inc. (GM Financial). GM North America (GMNA) and GM International (GMI) are its automotive segments. GMNA and GMI are meeting the demands of customers with vehicles developed, manufactured and/or marketed under the Buick, Cadillac, Chevrolet and GMC and Holden brands. Its brands offer luxury cars, crossovers, sport utility vehicles (SUVs) and sedans. The Company�s Car-and Ride-Sharing Maven is a shared vehicle marketplace. Through its subsidiary, OnStar, LLC (OnStar), it provides connected safety, security and mobility solutions for retail and fleet customers. GM Cruise is its global segment engaged in the development and commercialization of autonomous vehicle technology.|Consumer Discretionary|Automobiles & Components|Automobiles|Automobile Manufacturers|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2010-11-18|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|38238.9|2020-08-07
124739|GME|GameStop Corp Class A Common|GameStop Corp. is an omnichannel video game retailer. The Company sells video game hardware, physical and digital video game software, video game accessories, as well as mobile and consumer electronics products and other merchandise through its GameStop, EB Games and Micromania stores. It operating segments, which consists of Video Game Brands segments: United States, Canada and Australia and Europe. Each of the Video Game Brands segments consists primarily of retail operations, with all stores engaged in the sale of new and pre-owned video game systems, software and accessories, which it refers to as video game products. Its Video Game Brands stores sell various types of digital products, including downloadable content, network points cards, prepaid digital, and also sell certain mobile and consumer electronics products and collectible products.|Consumer Discretionary|Retailing|Specialty Retail|Computer & Electronics Retail|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2002-02-13|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|269.4|2020-08-07
660620|GMED|Globus Medical Inc Class A Common|Globus Medical, Inc. is a medical device company. The Company is focused on developing products for patients with musculoskeletal disorders. It is focused on products to treat patients with spine disorders. The Company's products fall under categories, which include Innovative Fusion and Disruptive Technologies. The Innovative Fusion category products include fusion products to treat spinal disorders for the entire spine, and they can be used in various surgical approaches. The Disruptive Technologies category represents a shift in the treatment of spinal disorders by allowing for surgical procedures and the treatment of spinal disorders. QUARTEX is its Occipito-Cervico-Thoracic (OCT) stabilization system. QUARTEX features a threading locking cap to enable low-torque. The Company's portfolio of approved and pipeline Disruptive Technology products includes products that allow for minimally invasive surgical (MIS) techniques.|Health Care|Health Care Equipment & Services|Health Care Equipment & Supplies|Health Care Equipment|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2012-08-03|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|5564.7|2020-08-07
810928|GMRE|Global Medical REIT Inc Common|Global Medical REIT Inc. is engaged primarily in the acquisition of licensed, purpose-built healthcare facilities and the leasing of these facilities to clinical operators with market share. The Company�s strategy is to produce increasing, reliable rental revenue by expanding its portfolio, and leasing its healthcare facilities to market operators under long-term triple-net leases.|Real Estate|Real Estate|Equity Real Estate Investment Trusts (REITs)|Health Care REITs|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2013-06-21|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|624.9|2020-08-07
2102255|GMS|GMS Inc Common|GMS Inc. is a distributor of wallboard and suspended ceilings systems, or ceilings. The Company provides a product offering of over 20,000 stock keeping units (SKUs) of wallboard, ceilings and complementary interior construction products for interior contractors. It offers steel framing and ancillary products for its customers. Its Wallboard is a building product for interior and exterior walls and ceilings in residential and commercial structures. Its ceilings product line consists of suspended mineral fiber, soft fiber and metal ceiling systems primarily used in offices, hotels, hospitals, retail facilities, schools and a range of other commercial and institutional buildings. Its steel framing product line consists of steel track, studs and various other steel products used to frame the interior walls of a commercial or institutional building. It supplies complementary products, including insulation, ready-mix-joint compound and various other interior construction products.|Industrials|Capital Goods|Trading Companies & Distributors|Trading Companies & Distributors|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2016-05-26|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1095.8|2020-08-07
584785|GNE|Genie Energy Ltd Class B Common|Genie Energy Ltd. (Genie) owns interest in its subsidiary, Genie Energy International Corporation, which owns Genie Retail Energy and Genie Oil and Gas, Inc. The Company operates through three segments: Genie Retail Energy (GRE), Afek Oil and Gas, Ltd. (Afek), and Genie Oil and Gas (GOGAS). The GRE segment operates retail energy providers (REPs), including IDT Energy, Inc. and Residents Energy, Inc., and energy brokerage and marketing services. Its REP businesses resell electricity and natural gas to residential and small business customers. The Afek segment operates an oil and gas exploration project. The GOGAS segment is an oil and gas exploration company. The GOGAS segment consists of early-stage oil shale projects, including its interest in Genie Mongolia, Inc., an oil shale exploration project; American Shale Oil Corporation, which holds and manages an interest in AMSO, LLC, an oil shale development project, and Israel Energy Initiatives, Ltd., an oil shale development project.|Utilities|Utilities|Electric Utilities|Electric Utilities|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2011-10-26|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|238.6|2020-08-07
1614574|GNK|Genco Shipping & Trading Ltd Common|Genco Shipping & Trading Limited transports iron ore, coal, grain, steel products and other drybulk cargoes along shipping routes through the ownership and operation of drybulk carrier vessels. The Company is engaged in the ocean transportation of drybulk cargoes around the world through the ownership and operation of drybulk carrier vessels. As of December 31, 2016, its fleet consisted of 61 drybulk carriers, including 13 Capesize, six Panamax, four Ultramax, 21 Supramax, two Handymax and 15 Handysize drybulk carriers, with an aggregate carrying capacity of approximately 4,735,000 deadweight tons (dwt). Of the vessels in its fleet, 15 are on spot market-related time charters, and 27 are on fixed-rate time charter contracts. As of December 31, 2016, additionally, 19 of the vessels in its fleet were operating in vessel pools. Its vessels include Genco Augustus, Genco Claudius, Genco Commodus, Genco London, Baltic Lion, Genco Beauty, Genco Raptor, Genco Thunder and Genco Vigour.|Industrials|Transportation|Marine|Marine|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2014-07-15|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|293.9|2020-08-07
2064462|GNL|Global Net Lease Inc Common|Global Net Lease, Inc. is a real estate investment trust. The Company's business consists of owning, managing, operating, leasing, acquiring, investing in and disposing of real estate assets. It owns and invests in commercial properties principally in the United States, the United Kingdom and continental Europe that are then leased to companies. It was formed to primarily acquire a portfolio of commercial properties, with an emphasis on sale-leaseback transactions involving single tenant net-leased commercial properties. As of December 31, 2016, it owned 310 properties consisting of 22 million rentable square feet. As of December 31, 2016, its owned 310 properties, including 241 properties located in the United States and Puerto Rico, 43 properties located in the United Kingdom and 26 properties located across continental Europe. It may also originate or acquire first mortgage loans secured by real estate. Its business is conducted through Global Net Lease Operating Partnership, L.P.|Real Estate|Real Estate|Equity Real Estate Investment Trusts (REITs)|Diversified REITs|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2015-06-02|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1571.3|2020-08-07
2515575|GNLN|Greenlane Holdings Inc Class A Common|Greenlane Holdings, Inc. is distributing vaporization product and consumption accessories in the United States. The Company owns and operates e-commerce Websites in the vaporization products and consumption accessories industry, VaporNation.com and VapeWorld.com. The Company operates through two segments desktop and portable vaporizers. The Company offers stock keeping units (SKUs), including vaporizers and parts, cleaning products, grinders and storage containers, pipes, rolling papers and customized lines of specialty packaging. It offers varieties of vaporization products from various brands, which includes Volcano vaporizers by Storz and Bickel; PAX 3 vaporizers by PAX Labs, and JUUL vaporizers by JUUL Labs, a nicotine vaporizer brand.|Consumer Discretionary|Retailing|Distributors|Distributors|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2019-04-18|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|41.6|2020-08-07
507763|GNMK|Genmark Diagnostics Inc Common|GenMark Diagnostics, Inc. is a molecular diagnostics company. The Company is focused on developing and commercializing multiplex molecular tests that aid in the diagnosis of complex medical conditions. It develops and commercializes multiplex molecular tests based on its eSensor electrochemical detection technology. It offers four Food and Drug Administration (FDA)-cleared diagnostic tests which run on its XT-8 instrument; its Respiratory Viral Panel; its Cystic Fibrosis Genotyping Test; its Warfarin Sensitivity Test, and its Thrombophilia Risk Test. It also offers a Hepatitis C (HCV) genotyping test and associated custom manufactured reagents, as well as a 2C19 Genotyping Test, versions of which are available for use with its XT-8 instrument for research use only (RUO). Its XT-8 and ePlex test cartridges utilize the combination of distinct electrodes and multiple signal probes to detect dozens of target biomarkers from a single sample, thereby enabling highly multiplexed testing.|Health Care|Health Care Equipment & Services|Health Care Equipment & Supplies|Health Care Equipment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2010-05-28|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1149.9|2020-08-07
2301034|GNPX|Genprex Inc Common|Genprex, Inc. is a clinical-stage gene therapy company. The Company is focused on developing cancer-based upon its novel technology platform, including its initial product candidate, Oncoprex, immunogene therapy, or Oncoprex. Oncoprex consists of a tumor suppressor gene inserted into a patient�s cells that has immunomodulatory effects and is thereby considered an immunogene therapy. The gene is one of a series of genes whose therapeutic use is covered by a license from The University of Texas MD Anderson Cancer Center (MD Anderson). It is also developing a pre-clinical gene therapy that is covered by a license from the University of Pittsburgh of the Commonwealth System of Higher Education that has the potential to cure type 1 and type 2 diabetes. It is developing its product candidate to be administered with targeted therapies and with immunotherapies for non-small cell lung cancer (NSCLC).|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2018-03-29|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|117|2020-08-07
487230|GNRC|Generac Holdings Inc Common|Generac Holdings Inc. (Generac) is a designer and manufacturer of power generation equipment and other engine powered products. The Company serves the residential, light commercial, industrial, oil and gas, and construction markets. Its segments include Domestic and International. The Domestic segment includes the Generac business. The International segment includes the Ottomotores UK, Tower Light SRL and PR Industrial S.r.l acquisitions. It designs and manufactures light towers, which provide temporary lighting for various end markets; commercial and industrial mobile heaters used in the oil and gas, construction and other industrial markets, and a product line of outdoor power equipment for residential and commercial use. It designs, manufactures, sources and modifies engines, alternators, transfer switches and other components necessary for its products. It classifies products into three categories: Residential products, Commercial & Industrial products, and Other products.|Industrials|Capital Goods|Electrical Equipment|Electrical Components & Equipment|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2010-02-11|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|11214.2|2020-08-07
126013|GNSS|Genasys Inc Common|Genasys, Inc., formerly LRAD Corporation, is engaged in the design, development and commercialization of directed sound technologies and products. The Company develops and delivers directed acoustic products that beam, focus and control sound over relatively short and long distances. Its long range acoustic device (LRAD) offers directional long-range acoustic hailing devices (AHDs). The LRAD Directional Products include LRAD 100X, LRAD 300X, LRAD 450XL, LRAD 500X, LRAD 500RX, LRAD RXL, LRAD 1000X, LRAD 1000RX and LRAD 2000X. The Company's LRAD Omnidirectional Products include LRAD 360X, LRAD 360Xm, LRAD 360XT, LRAD DS-60, LRAD SOUND SHIELD and SoundSaber. The Company's LRAD is deployed by the United States Army, Navy, Marine Corps and Coast Guard, as well as international military services and commercial maritime, commercial security, and public safety organizations around the globe.|Information Technology|Technology Hardware & Equipment|Communications Equipment|Communications Equipment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1997-05-09|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|137.2|2020-08-07
132270|GNTX|Gentex Corp Common|Gentex Corporation designs and manufactures automatic-dimming rearview mirrors and electronics for the automotive industry, dimmable aircraft windows for the aviation industry, and commercial smoke alarms and signaling devices for the fire protection industry. The Company's business segment involves designing, developing, manufacturing and marketing interior and exterior automatic-dimming automotive rearview mirrors that utilize electrochromic technology to dim in proportion to the amount of headlight glare from trailing vehicle headlamps. Within this business segment, the Company also designs, develops and manufactures various electronics that are features to the interior and exterior automotive rearview mirrors, as well as interior visors, overhead consoles, and other locations in the vehicle. The Company ships its products to all of the automotive producing regions across the world, which it supports with various sales, engineering and distribution locations across the world.|Consumer Discretionary|Automobiles & Components|Auto Components|Auto Parts & Equipment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1981-12-22|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|6665.4|2020-08-07
1554035|GNTY|Guaranty Bancshares Inc Common|Guaranty Bancshares, Inc. is the holding company for Guaranty Bank & Trust (Guaranty). Guaranty offers various solutions, such as personal banking, business banking, mortgage and wealth management. Its personal banking solutions include checking accounts, which include compare accounts, green checking, student checking, choice checking, guaranty interest checking, order checks and debit cards; savings accounts, which include regular savings, premier money market, certificate of deposit, individual retirement account (IRA) options and health savings account, and online banking, which includes money desktop and e-statements. Guaranty offers various loans, including line of credit, small business administration loans and real estate loans. Guaranty also offers mobile banking solutions, mortgage warehouse lending solutions and treasury management solutions. It has approximately 30 bank locations in over 20 Texas communities.|Financials|Banks|Banks|Regional Banks|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1998-05-19|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|311.9|2020-08-07
142980|GNW|Genworth Financial Inc Common|Genworth Financial, Inc. provides mortgage insurance products that allow people to purchase homes. The Company offers individual and group long-term care insurance products to meet consumer needs for long-term care. Its segments include U.S. Mortgage Insurance, Australia Mortgage Insurance, U.S. Life Insurance, Runoff, and Corporate and Other. In the United States, the Company offers mortgage insurance products predominantly insuring prime-based, individually underwritten residential mortgage loans (flow mortgage insurance). The Canada Mortgage Insurance segment offers flow mortgage insurance and also provides bulk mortgage insurance. In Australia, the Company offers flow mortgage insurance and provides bulk mortgage insurance. It offers long-term care insurance products. The Runoff segment's non-strategic products include its variable annuity, variable life insurance, corporate-owned life insurance, and other accident and health insurance products.|Financials|Insurance|Insurance|Life & Health Insurance|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2004-05-25|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1395.9|2020-08-07
2527200|GO|Grocery Outlet Holding Corp Common|Grocery Outlet Holding Corp. is a supermarket company that owns and operates retail stores. The Company�s stores offer a fun, treasure hunt shopping experience. The Company offers a discount, overstocked and closeout products from name brand and private label suppliers. The Company offers products at prices generally 40% to 70% below those of conventional retailers. The Company has stores in California, Oregon, Washington, Idaho, Nevada and Pennsylvania.|Consumer Staples|Food & Staples Retailing|Food & Staples Retailing|Food Retail|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2019-06-20|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|4091.1|2020-08-07
796738|GOGO|Gogo Inc Common|Gogo Inc. is a holding company. The Company is a provider of in-flight broadband connectivity and connectivity-enabled services to commercial and business aviation. The Company operates through three segments: Commercial Aviation North America (CA-NA), Commercial Aviation Rest of World (CA-ROW) and Business Aviation (BA). The CA-NA segment offers air-to-ground (ATG) and satellite connectivity and entertainment services to commercial aircraft flying routes generally within North America. The CA-ROW segment offers satellite connectivity and entertainment services, using 2Ku and Ku solutions, to commercial aircraft flying routes outside of North America. The Company's BA segment offers a suite of integrated equipment, network and Internet connectivity products and services to the business aviation market. As of December 31, 2016, it provided services on 2,943 commercial aircraft. The Company offers a package of airborne equipment for its ATG-4/ATG and satellite services.|Communication Services|Telecommunication Services|Wireless Telecommunication Services|Wireless Telecommunication Services|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2013-06-21|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|271.8|2020-08-07
2216310|GOLF|Acushnet Holdings Corp Common|Acushnet Holdings Corp. is engaged in the design, development, manufacture and distribution of golf products. The Company is engaged in various product categories, such as golf clubs, wedges, putters, golf gloves, golf gear and golf wear. The Company operates in four segments: Titleist Golf Balls, Titleist Golf Clubs, Titleist Golf Gear and FootJoy Golf Wear. The company's Titleist golf ball segment is engaged in designing and manufacturing a golf ball. It sells Titleist Pro V1. The Company also designs, manufactures and sells other golf balls under the Titleist brand, such as NXT Tour, Velocity and DT TruSoft, as well as under the Pinnacle brand. The Company designs, assembles and sells golf clubs (drivers, fairways, hybrids and irons) under the Titleist brand, wedges under the Vokey Design brand, and putters under the Scotty Cameron brand. Titleist golf clubs, Vokey Design wedges and Scotty Cameron putters are used by the players.|Consumer Discretionary|Consumer Durables & Apparel|Leisure Products|Leisure Products|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2016-10-28|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|2612.2|2020-08-07
142476|GOOD|Gladstone Commercial Corp Common|Gladstone Commercial Corporation is a real estate investment trust. The Company focuses on acquiring, owning and managing primarily office and industrial properties. The Company also makes long-term industrial and commercial mortgage loans. Its real estate portfolio consists of approximately 109 properties located in 24 states, totaling approximately 13.1 million square feet. The Company's properties are located in various states of the United States, such as Ohio, Pennsylvania, North Carolina, Georgia, South Carolina, Michigan, Minnesota, Colorado and New Jersey. The Company's properties have tenants from various industries, such as telecommunications; healthcare; automobile; electronics; information technology; chemicals, plastics and rubber; containers, packaging and glass; banking; childcare; buildings and real estate; beverage, food and tobacco; printing and publishing; education; home and office furnishings, and oil and gas.|Real Estate|Real Estate|Equity Real Estate Investment Trusts (REITs)|Diversified REITs|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2003-08-13|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|631.3|2020-08-07
1500297|GOOG|Alphabet Inc Class C Common|Alphabet Inc. is a holding company. The Company's businesses include Google Inc. (Google) and its Internet products, such as Access, Calico, CapitalG, GV, Nest, Verily, Waymo and X. The Company's segments include Google and Other Bets. The Google segment includes its Internet products, such as Search, Ads, Commerce, Maps, YouTube, Google Cloud, Android, Chrome and Google Play, as well as its hardware initiatives. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings, and sales of hardware products. The Other Bets segment is engaged in the sales of Internet and television services through Google Fiber, sales of Nest products and services, and licensing and research and development (R&D) services through Verily. It offers Google Assistant, which allows users to type or talk with Google; Google Maps, which helps users navigate to a store, and Google Photos, which helps users store and organize all of their photos.|Communication Services|Media & Entertainment|Interactive Media & Services|Interactive Media & Services|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2014-03-27|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|498608.4|2020-08-07
128830|GOOGL|Alphabet Inc Class A Common|Alphabet Inc. is a holding company. The Company's businesses include Google Inc. (Google) and its Internet products, such as Access, Calico, CapitalG, GV, Nest, Verily, Waymo and X. The Company's segments include Google and Other Bets. The Google segment includes its Internet products, such as Search, Ads, Commerce, Maps, YouTube, Google Cloud, Android, Chrome and Google Play, as well as its hardware initiatives. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings, and sales of hardware products. The Other Bets segment is engaged in the sales of Internet and television services through Google Fiber, sales of Nest products and services, and licensing and research and development (R&D) services through Verily. It offers Google Assistant, which allows users to type or talk with Google; Google Maps, which helps users navigate to a store, and Google Photos, which helps users store and organize all of their photos.|Communication Services|Media & Entertainment|Interactive Media & Services|Interactive Media & Services|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2004-08-19|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|519233.9|2020-08-07
217847|GORO|Gold Resource Corp Common|Gold Resource Corporation is a mining company. It is a gold and silver producer, developer and explorer with operations in Oaxaca, Mexico and Nevada. The Oaxaca Mining Unit consists of 100% interest in six potential high-grade gold and silver properties in the southern state of Oaxaca, Mexico. The Nevada Mining Unit consists of 100% interest in various potential high-grade gold properties in the Walker Lane Mineral Belt in western Nevada. Its Oaxaca Mining Unit properties controls over 684 square kilometers, including 55 kilometers of a geologically important structural fault corridor running North 70 West. The Company's flagship operation is the Aguila Project, where the Arista underground polymetallic deposit is in production. Its Nevada Mining Unit controls over 10,100 hectares (25,000 acres) of development and exploration lands in Nevada's south-central Walker Lane Mineral Belt. It also holds interest in Golden Mile property.|Materials|Materials|Metals & Mining|Gold|USD|United States Of America|NYSE American|NYSE American|Stock Market|Equity|Operating/Holding Company|n/a|2006-09-14|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|311.8|2020-08-07
2488622|GOSS|Gossamer Bio Inc Common|Gossamer Bio, Inc. is a clinical-stage biopharmaceutical company focused on discovering, acquiring, developing and commercializing therapeutics in the disease areas of immunology, inflammation and oncology. The Company has six programs: three clinical-stage product candidates and three preclinical programs. Its pipeline includes GB001, GB002, GB004, GB1275, Autoimmune program and Oncology program. GB001 is an oral antagonist of prostaglandin D2 receptor 2, or DP2, is being developed for the treatment of moderate-to-severe eosinophilic asthma and other allergic conditions. GB002 is an orally inhaled, small molecule, selective platelet-derived growth factor, or PDGF, receptor kinase inhibitor is being developed for the treatment of pulmonary arterial hypertension. GB004 is being developed for Inflammatory Bowel Disease (IBD). GB1275 is a CD11b agonist.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2019-02-08|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1027.5|2020-08-07
